"identifier","context","text"
"e:label","Label for establishmentMeans controlled concept scheme http://rs.tdwg.org/dwc/terms/e",""
"e:definition","Definition for establishmentMeans controlled concept scheme http://rs.tdwg.org/dwc/terms/e",""
"e001:label","Label for native (indigenous) http://rs.tdwg.org/dwc/terms/e001",""
"e001:definition","Definition for native (indigenous) http://rs.tdwg.org/dwc/terms/e001",""
"e001:notes","Notes for native (indigenous) http://rs.tdwg.org/dwc/terms/e001",""
"e002:label","Label for native: reintroduced http://rs.tdwg.org/dwc/terms/e002",""
"e002:definition","Definition for native: reintroduced http://rs.tdwg.org/dwc/terms/e002",""
"e002:notes","Notes for native: reintroduced http://rs.tdwg.org/dwc/terms/e002",""
"e003:label","Label for introduced (alien, exotic, non-native, nonindigenous) http://rs.tdwg.org/dwc/terms/e003",""
"e003:definition","Definition for introduced (alien, exotic, non-native, nonindigenous) http://rs.tdwg.org/dwc/terms/e003",""
"e003:notes","Notes for introduced (alien, exotic, non-native, nonindigenous) http://rs.tdwg.org/dwc/terms/e003",""
"e004:label","Label for introduced: assisted colonisation http://rs.tdwg.org/dwc/terms/e004",""
"e004:definition","Definition for introduced: assisted colonisation http://rs.tdwg.org/dwc/terms/e004",""
"e004:notes","Notes for introduced: assisted colonisation http://rs.tdwg.org/dwc/terms/e004",""
"e005:label","Label for vagrant (casual) http://rs.tdwg.org/dwc/terms/e005",""
"e005:definition","Definition for vagrant (casual) http://rs.tdwg.org/dwc/terms/e005",""
"e005:notes","Notes for vagrant (casual) http://rs.tdwg.org/dwc/terms/e005",""
"e006:label","Label for uncertain (unknown, cryptogenic) http://rs.tdwg.org/dwc/terms/e006",""
"e006:definition","Definition for uncertain (unknown, cryptogenic) http://rs.tdwg.org/dwc/terms/e006",""
"e006:notes","Notes for uncertain (unknown, cryptogenic) http://rs.tdwg.org/dwc/terms/e006",""
