"identifier","context","text"
"e:label","Label for establishmentMeans controlled concept scheme http://rs.tdwg.org/dwc/terms/e","Schéma conceptuel contrôlé pour le moyen d'implantation"
"e:definition","Definition for establishmentMeans controlled concept scheme http://rs.tdwg.org/dwc/terms/e","Un Schéma Conceptuel SKOS qui doit être utilisé comme un vocabulaire contrôlé pour les termes Darwin Core dwc:moyen d'implantation et dwciri:moyen d'implantation"
"e001:label","Label for native (indigenous) http://rs.tdwg.org/dwc/terms/e001","natif (indigène)"
"e001:definition","Definition for native (indigenous) http://rs.tdwg.org/dwc/terms/e001","Un taxon présent dans son aire de répartition naturelle."
"e001:notes","Notes for native (indigenous) http://rs.tdwg.org/dwc/terms/e001",""
"e002:label","Label for native: reintroduced http://rs.tdwg.org/dwc/terms/e002","natif : réintroduit"
"e002:definition","Definition for native: reintroduced http://rs.tdwg.org/dwc/terms/e002","Un taxon réimplanté via introduction directe par des humains dans une zone qui faisait auparavant partie de son aire de répartition naturelle, mais d'où il avait disparu."
"e002:notes","Notes for native: reintroduced http://rs.tdwg.org/dwc/terms/e002",""
"e003:label","Label for introduced (alien, exotic, non-native, nonindigenous) http://rs.tdwg.org/dwc/terms/e003","introduit (exotique, non-natif, non-indigène)"
"e003:definition","Definition for introduced (alien, exotic, non-native, nonindigenous) http://rs.tdwg.org/dwc/terms/e003","Implantation d'un taxon dans une zone ne faisant pas partie de son aire de répartition naturelle."
"e003:notes","Notes for introduced (alien, exotic, non-native, nonindigenous) http://rs.tdwg.org/dwc/terms/e003",""
"e004:label","Label for introduced: assisted colonisation http://rs.tdwg.org/dwc/terms/e004","introduit : colonisation assistée"
"e004:definition","Definition for introduced: assisted colonisation http://rs.tdwg.org/dwc/terms/e004","Implantation d'un taxon avec l'intention spécifique de créer une population sauvage durable dans une zone qui ne fait pas partie de l'aire de répartition naturelle du taxon."
"e004:notes","Notes for introduced: assisted colonisation http://rs.tdwg.org/dwc/terms/e004",""
"e005:label","Label for vagrant (casual) http://rs.tdwg.org/dwc/terms/e005","erratique (occasionnel)"
"e005:definition","Definition for vagrant (casual) http://rs.tdwg.org/dwc/terms/e005","Une occurrence temporaire d'un taxon bien au-delà de son aire de répartition ou de migration naturelle."
"e005:notes","Notes for vagrant (casual) http://rs.tdwg.org/dwc/terms/e005",""
"e006:label","Label for uncertain (unknown, cryptogenic) http://rs.tdwg.org/dwc/terms/e006","incertain (inconnu, cryptogénique)"
"e006:definition","Definition for uncertain (unknown, cryptogenic) http://rs.tdwg.org/dwc/terms/e006","L'origine de l'occurrence du taxon dans la zone est obscure."
"e006:notes","Notes for uncertain (unknown, cryptogenic) http://rs.tdwg.org/dwc/terms/e006",""
