"identifier","context","text"
"accessRights:label","Label for Access Rights http://rs.tdwg.org/dwc/terms/accessRights","Права доступа"
"accessRights:rdfs_comment","Comment for Access Rights http://rs.tdwg.org/dwc/terms/accessRights","Информация о правах доступа к ресурсу или указание его уровня защищённости."
"accessRights:dcterms_description","Description for Access Rights http://rs.tdwg.org/dwc/terms/accessRights","Права доступа могут включать информацию о доступе или ограничениях, основанных на конфиденциальности, безопасности или иных правилах (политиках)."
"accessRights:examples","Examples for Access Rights http://rs.tdwg.org/dwc/terms/accessRights","`not-for-profit use only` (пример строкового значения); `https://www.fieldmuseum.org/field-museum-natural-history-conditions-and-suggested-norms-use-collections-data-and-images` (пример с URI)"
"bibliographicCitation:label","Label for Bibliographic Citation http://rs.tdwg.org/dwc/terms/bibliographicCitation","Библиографическая ссылка"
"bibliographicCitation:rdfs_comment","Comment for Bibliographic Citation http://rs.tdwg.org/dwc/terms/bibliographicCitation","Библиографическое описание ссылки на ресурс."
"bibliographicCitation:dcterms_description","Description for Bibliographic Citation http://rs.tdwg.org/dwc/terms/bibliographicCitation","Цитата из Dublin Core: «Рекомендуемой практикой является включение достаточных библиографических подробностей для максимально однозначной идентификации ресурса». Предполагаемое использование данного термина в Darwin Core — предоставить предпочтительный способ цитирования самого ресурса — «как процитировать данный ресурс». Обратите внимание, что в отличие от этого, предполагаемое использование термина dcterms:references в Darwin Core — указать на ресурс-первоисточник ""где найти, так близко к оригинальной ссылке, как это только возможно"", если таковая доступна."
"bibliographicCitation:examples","Examples for Bibliographic Citation http://rs.tdwg.org/dwc/terms/bibliographicCitation","`Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:165861?seid=101356. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal.` (пример Находки); `https://www.gbif.org/species/2439608 Source: GBIF Taxonomic Backbone` (пример Таксона); `Rand, K.M., Logerwell, E.A. The first demersal trawl survey of benthic fish and invertebrates in the Beaufort Sea since the late 1970s. Polar Biol 34, 475–488 (2011). https://doi.org/10.1007/s00300-010-0900-2` (пример События)"
"language:label","Label for Language http://rs.tdwg.org/dwc/terms/language","Язык"
"language:rdfs_comment","Comment for Language http://rs.tdwg.org/dwc/terms/language","Язык ресурса."
"language:dcterms_description","Description for Language http://rs.tdwg.org/dwc/terms/language","Рекомендуется использовать IRI стандартом ISO 639-2, представленным на сайте Библиотеки Конгресса США: http://id.loc.gov/vocabulary/iso639-2"
"license:label","Label for License http://rs.tdwg.org/dwc/terms/license","Лицензия"
"license:rdfs_comment","Comment for License http://rs.tdwg.org/dwc/terms/license","Правовой документ, дающий официальное разрешение на совершение определённых действий с ресурсом."
"Location:label","Label for Location http://rs.tdwg.org/dwc/terms/Location","Местоположение"
"Location:rdfs_comment","Comment for Location http://rs.tdwg.org/dwc/terms/Location","Область пространства или место с названием."
"modified:label","Label for Date Modified http://rs.tdwg.org/dwc/terms/modified","Дата изменения"
"modified:rdfs_comment","Comment for Date Modified http://rs.tdwg.org/dwc/terms/modified","Дата изменения ресурса."
"modified:dcterms_description","Description for Date Modified http://rs.tdwg.org/dwc/terms/modified","Рекомендуется использовать дату в формате, соответствующем стандарту ISO 8601-1:2019."
"modified:examples","Examples for Date Modified http://rs.tdwg.org/dwc/terms/modified","`1963-03-08T14:07-06:00` (8 марта 1963 года в 14:07 или позже, но до 14:08 в часовом поясе, отстающем от UTC на 6 часов); `2009-02-20T08:40Z` (20 февраля 2009 года в 8:40 или позже, но до 8:41 по UTC); `2018-08-29T15:19` (29 августа 2018 года в 15:19 или позже, но до 15:20 по местному времени); `1809-02-12` (в течение дня 12 февраля 1809 года); `1906-06` (в течение июня 1906 года); `1971` (в течение 1971 года); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (в некоторый момент интервала, начинающегося 1 марта 2007 года в 13:00 UTC и заканчивающегося до 11 мая 2008 года в 15:30 UTC); `1900/1909` (в некоторый момент интервала между началом 1900 года и до 1909 года); `2007-11-13/15` (в некоторый момент интервала между началом 13 ноября 2007 года и до 15 ноября 2007 года)"
"references:label","Label for References http://rs.tdwg.org/dwc/terms/references","Ссылки"
"references:rdfs_comment","Comment for References http://rs.tdwg.org/dwc/terms/references","Ресурс, имеющий отношение к описываемому ресурсу, на который ссылается, который цитируется или на который иным образом указывает описываемый ресурс."
"references:dcterms_description","Description for References http://rs.tdwg.org/dwc/terms/references","Цитата из Dublin Core: «Данное свойство предназначено для использования с не строковыми значениями. Это свойство является обратным к свойству „Is Referenced By“ (""Кем цитируется""). В Darwin Core этот термин предназначен для указания на установленное исходное представление ресурса (например, dwc:Taxon, dwc:Occurrence, dwc:Event), если таковое имеется. Обратите внимание, что в отличие от этого, термин dcterms:bibliographicCitation в Darwin Core предназначен для предоставления предпочтительного способа цитирования самого ресурса."
"references:examples","Examples for References http://rs.tdwg.org/dwc/terms/references","`http://arctos.database.museum/guid/MVZ:Mamm:165861` (MaterialEntity пример ссылки на материальный объект - MaterialEntity); `https://www.catalogueoflife.org/data/taxon/32664` (пример ссылки на Такон)"
"rightsHolder:label","Label for Rights Holder http://rs.tdwg.org/dwc/terms/rightsHolder","Правообладатель"
"rightsHolder:rdfs_comment","Comment for Rights Holder http://rs.tdwg.org/dwc/terms/rightsHolder","Физическое или юридическое лицо, обладающее правами на ресурс или управляющее ими."
