identifier,context,text
creator:label,Label for Creator http://rs.tdwg.org/dwc/terms/creator,Creator
creator:rdfs_comment,Comment for Creator http://rs.tdwg.org/dwc/terms/creator,An entity primarily responsible for making the resource.
creator:dcterms_description,Description for Creator http://rs.tdwg.org/dwc/terms/creator,"Note that the Creator need not be the Copyright Owner. See also the entry for dcterms:creator in the Audiovisual Core term list document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions."
format:label,Label for Format (literal) http://rs.tdwg.org/dwc/terms/format,Format (literal)
format:rdfs_comment,Comment for Format (literal) http://rs.tdwg.org/dwc/terms/format,"The file format, physical medium, or dimensions of the resource."
format:dcterms_description,Description for Format (literal) http://rs.tdwg.org/dwc/terms/format,"This term can be used to describe offline digital content. In cases where the provided Service Access Point URL includes a standard file extension from which the format can be inferred, it is permissible to not provide a value for this property. See also the entry for dcterms:format in the Audiovisual Core term list document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. It is best practice to use dcterms:format instead of dc:format whenever practical. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions."
language:label,Label for Language http://rs.tdwg.org/dwc/terms/language,Language
language:rdfs_comment,Comment for Language http://rs.tdwg.org/dwc/terms/language,A language of the resource.
language:dcterms_description,Description for Language http://rs.tdwg.org/dwc/terms/language,"An image may contain language such as superimposed labels. If an image is of a natural scene or organism, without any language included, the resource is language-neutral (ISO code ""zxx""). Resources with present but unknown language are to be coded as undetermined (ISO code ""und""). Regional dialects or other special cases should conform to the ISO639-5 Alpha-3 Code for Language Families and Groups, http://id.loc.gov/vocabulary/iso639-5.html, where possible or the IETF Best Practices for Tags Identifying Languages, https://tools.ietf.org/html/rfc5646, where not. See also the entry for dcterms:language in the Audiovisual Core term list document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions."
rights:label,Label for Copyright Statement http://rs.tdwg.org/dwc/terms/rights,Copyright Statement
rights:rdfs_comment,Comment for Copyright Statement http://rs.tdwg.org/dwc/terms/rights,Information about rights held in and over the resource.
rights:dcterms_description,Description for Copyright Statement http://rs.tdwg.org/dwc/terms/rights,"This expresses rights over the media resource, not over the metadata text. In case of ambiguity, dcterms:rights prevails. See also the entry for dcterms:rights in the Audiovisual Core Term List document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions. Examples: ""Copyright XY 2008, all rights reserved"", ""© 2008 XY Museum"", ""Public Domain."", ""Copyright unknown."""
source:label,Label for Published Source http://rs.tdwg.org/dwc/terms/source,Published Source
source:rdfs_comment,Comment for Published Source http://rs.tdwg.org/dwc/terms/source,A related resource from which the described resource is derived. 
source:dcterms_description,Description for Published Source http://rs.tdwg.org/dwc/terms/source,"If the resource was digitized from a non-digital resource, or was also previously published in a digital or printed publication, this describes the original. Do not put generally ""related"" publications in here. This field normally contains a free-form text description. If a URI is available it should be provided in dcterms:source. Can be repeatable if a montage of images. Information about further provenance beyond the ultimate source should be put in the derivedFrom attribute. See also the entry for dcterms:source in the Audiovisual Core term list document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions"
type:label,Label for Type http://rs.tdwg.org/dwc/terms/type,Type
type:rdfs_comment,Comment for Type http://rs.tdwg.org/dwc/terms/type,The nature or genre of the resource.
type:dcterms_description,Description for Type http://rs.tdwg.org/dwc/terms/type,"If the resource is a Collection, this term does not identify what types of objects it may contain. See also the entry for dcterms:type in the Audiovisual Core term list document and see the DCMI FAQ on DC and DCTERMS Namespaces, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, for discussion of the rationale for terms in two namespaces. Normal practice is to use the same Label if both are provided. Labels have no effect on information discovery and are only suggestions."
