"identifier","context","text"
"absentTaxa:label","Label for Absent Taxa http://rs.tdwg.org/dwc/terms/absentTaxa","Отсутствующие таксоны"
"absentTaxa:rdfs_comment","Comment for Absent Taxa http://rs.tdwg.org/dwc/terms/absentTaxa","Список (в форме строки с разделителями) таксонов, зарегистрированных как отсутствующие в ходе dwc:Event."
"absentTaxa:dcterms_description","Description for Absent Taxa http://rs.tdwg.org/dwc/terms/absentTaxa","Отсутствия (организмов) могут регистрироваться на любом таксономическом уровне. Рекомендуется разделять несколько значений в перечне символом ""пробел-вертикальная черта-пробел"" ( | ). Данный термин имеет аналог в пространстве имен ecoiri:, где в качестве значения допустим только IRI, в то время как этот термин позволяет использовать любое строковое значение."
"abundanceCap:label","Label for Abundance Cap http://rs.tdwg.org/dwc/terms/abundanceCap","Максимум обилия"
"abundanceCap:rdfs_comment","Comment for Abundance Cap http://rs.tdwg.org/dwc/terms/abundanceCap","Зарегистрированное максимальное количество dwc:Organisms."
"areNonTargetTaxaFullyReported:label","Label for Are Non-target Taxa Fully Reported http://rs.tdwg.org/dwc/terms/areNonTargetTaxaFullyReported","Полнота учёта нецелевых таксонов"
"areNonTargetTaxaFullyReported:rdfs_comment","Comment for Are Non-target Taxa Fully Reported http://rs.tdwg.org/dwc/terms/areNonTargetTaxaFullyReported","Подлежали учёту все организмы, выходящие за рамки целевого таксономического охвата (комбинация eco:targetTaxonomicScope и eco:excludedTaxonomicScope), обнаруженные в ходе dwc:Event и которые поддавались выявлению с помощью примененного протокола (представленного в eco:protocolDescriptions и dwc:samplingProtocol)."
"areNonTargetTaxaFullyReported:dcterms_description","Description for Are Non-target Taxa Fully Reported http://rs.tdwg.org/dwc/terms/areNonTargetTaxaFullyReported","Данный термин предназначен для информирования пользователя данных о том, были ли обнаружены нецелевые таксоны, но не включены в отчёт. Этот термин актуален только в случае, если в ходе dwc:Event использовались методы ограниченного или открытого поиска и если объявлен целевой таксономический охват. Таксономический охват основывается на комбинации eco:targetTaxonomicScope и eco:excludedTaxonomicScope. Для мероприятий dwc:Event, в которых использовался либо ограниченный, либо открытый метод поиска и был объявлен таксономический охват, если все организмы, не входящие в целевой таксономический охват, которые были обнаружены во время мероприятия, были зарегистрированы, значение этого термина должно быть «true», в противном случае значение должно быть «false»."
"compilationSourceTypes:label","Label for Compilation Source Types http://rs.tdwg.org/dwc/terms/compilationSourceTypes","Типы источников данных для компиляции"
"compilationSourceTypes:rdfs_comment","Comment for Compilation Source Types http://rs.tdwg.org/dwc/terms/compilationSourceTypes","Типы источников данных, использованные для представленной компиляции."
