term_localName,label,rdfs_comment,dcterms_description,examples,rdf_type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
member,Member,The full name of the lithostratigraphic member from which the dwc:MaterialEntity was collected.,,`Lava Dam Member`; `Hellnmaria Member`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
lowestBiostratigraphicZone,Lowest Biostratigraphic Zone,The full name of the lowest possible geological biostratigraphic zone of the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Maastrichtian`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
latestPeriodOrHighestSystem,Latest Period Or Highest System,The full name of the latest possible geochronologic period or highest chronostratigraphic system attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Neogene`; `Tertiary`; `Quaternary`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
latestEraOrHighestErathem,Latest Era Or Highest Erathem,The full name of the latest possible geochronologic era or highest chronostratigraphic erathem attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Cenozoic`; `Mesozoic`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
latestEpochOrHighestSeries,Latest Epoch Or Highest Series,The full name of the latest possible geochronologic epoch or highest chronostratigraphic series attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Holocene`; `Pleistocene`; `Ibexian Series`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
latestEonOrHighestEonothem,Llatest Eon Or Highest Eonothem,"The full name of the latest possible geochronologic eon or highest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.",,`Phanerozoic`; `Proterozoic`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
latestAgeOrHighestStage,Latest Age Or Highest Stage,The full name of the latest possible geochronologic age or highest chronostratigraphic stage attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Atlantic`; `Boreal`; `Skullrockian`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
highestBiostratigraphicZone,Highest Biostratigraphic Zone,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Blancan`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
group,Group,The full name of the lithostratigraphic group from which the dwc:MaterialEntity was collected.,,`Bathurst`; `Lower Wealden`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
formation,Formation,The full name of the lithostratigraphic formation from which the dwc:MaterialEntity was collected.,,`Notch Peak Formation`; `House Limestone`; `Fillmore Formation`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
earliestPeriodOrLowestSystem,Earliest Period Or Lowest System,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the dwc:MaterialEntity was collected.,,`Neogene`; `Tertiary`; `Quaternary`,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
