rdf_type,replacing_term,replacing_term_localName,replacing_term_namespace,replaced_term,replaced_term_namespace,replaced_term_localName
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/curatorial/DateIdentified,DateIdentified,http://rs.tdwg.org/dwc/curatorial/,http://digir.net/schema/conceptual/darwin/2003/1.0/YearIdentified,http://digir.net/schema/conceptual/darwin/2003/1.0/,YearIdentified
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/bed,bed,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Bed,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,Bed
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,earliestAgeOrLowestStage,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestAgeOrLowestStage,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,EarliestAgeOrLowestStage
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,earliestEonOrLowestEonothem,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEonOrLowestEonothem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,EarliestEonOrLowestEonothem
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,earliestEpochOrLowestSeries,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEpochOrLowestSeries,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,EarliestEpochOrLowestSeries
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,earliestEraOrLowestErathem,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEraOrLowestErathem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,EarliestEraOrLowestErathem
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,earliestPeriodOrLowestSystem,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestPeriodOrLowestSystem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,EarliestPeriodOrLowestSystem
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/formation,formation,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Formation,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,Formation
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/group,group,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Group,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,Group
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone,highestBiostratigraphicZone,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/HighestBiostratigraphicZone,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,HighestBiostratigraphicZone
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage,latestAgeOrHighestStage,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestAgeOrHighestStage,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,LatestAgeOrHighestStage
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries,latestEpochOrHighestSeries,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEpochOrHighestSeries,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,LatestEpochOrHighestSeries
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem,latestEraOrHighestErathem,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestEraOrHighestErathem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,LatestEraOrHighestErathem
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem,latestPeriodOrHighestSystem,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LatestPeriodOrHighestSystem,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,LatestPeriodOrHighestSystem
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/lithostratigraphicTerms,lithostratigraphicTerms,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LithostratigraphicTerms,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,LithostratigraphicTerms
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/lowestBiostratigraphicZone,lowestBiostratigraphicZone,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/LowestBiostratigraphicZone,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,LowestBiostratigraphicZone
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/member,member,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Member,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/,Member
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/materialSampleID,materialSampleID,http://rs.tdwg.org/dwc/terms/,http://gensc.org/ns/mixs/source_mat_id,http://gensc.org/ns/mixs/,source_mat_id
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/recordNumber,recordNumber,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/CollectorNumber,http://rs.tdwg.org/dwc/curatorial/,CollectorNumber
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/dateIdentified,dateIdentified,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/DateIdentified,http://rs.tdwg.org/dwc/curatorial/,DateIdentified
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/disposition,disposition,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/Disposition,http://rs.tdwg.org/dwc/curatorial/,Disposition
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/fieldNotes,fieldNotes,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/FieldNotes,http://rs.tdwg.org/dwc/curatorial/,FieldNotes
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/fieldNumber,fieldNumber,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/FieldNumber,http://rs.tdwg.org/dwc/curatorial/,FieldNumber
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedSequences,associatedSequences,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/GenBankNumber,http://rs.tdwg.org/dwc/curatorial/,GenBankNumber
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/identifiedBy,identifiedBy,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/IdentifiedBy,http://rs.tdwg.org/dwc/curatorial/,IdentifiedBy
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/individualCount,individualCount,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/IndividualCount,http://rs.tdwg.org/dwc/curatorial/,IndividualCount
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/otherCatalogNumbers,otherCatalogNumbers,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/OtherCatalogNumbers,http://rs.tdwg.org/dwc/curatorial/,OtherCatalogNumbers
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/preparations,preparations,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/Preparations,http://rs.tdwg.org/dwc/curatorial/,Preparations
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedOccurrences,associatedOccurrences,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/RelatedCatalogedItems,http://rs.tdwg.org/dwc/curatorial/,RelatedCatalogedItems
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/typeStatus,typeStatus,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/TypeStatus,http://rs.tdwg.org/dwc/curatorial/,TypeStatus
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimEventDate,verbatimEventDate,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/VerbatimCollectingDate,http://rs.tdwg.org/dwc/curatorial/,VerbatimCollectingDate
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimDepth,verbatimDepth,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/VerbatimDepth,http://rs.tdwg.org/dwc/curatorial/,VerbatimDepth
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimElevation,verbatimElevation,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/VerbatimElevation,http://rs.tdwg.org/dwc/curatorial/,VerbatimElevation
http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/FossilSpecimen,FossilSpecimen,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwctype/FossilSpecimen,http://rs.tdwg.org/dwc/dwctype/,FossilSpecimen
http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/HumanObservation,HumanObservation,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwctype/HumanObservation,http://rs.tdwg.org/dwc/dwctype/,HumanObservation
http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/LivingSpecimen,LivingSpecimen,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwctype/LivingSpecimen,http://rs.tdwg.org/dwc/dwctype/,LivingSpecimen
http://www.w3.org/2000/01/rdf-schema#Class,http://purl.org/dc/terms/Location,Location,http://purl.org/dc/terms/,http://rs.tdwg.org/dwc/dwctype/Location,http://rs.tdwg.org/dwc/dwctype/,Location
http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/MachineObservation,MachineObservation,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwctype/MachineObservation,http://rs.tdwg.org/dwc/dwctype/,MachineObservation
http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/MaterialSample,MaterialSample,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwctype/MaterialSample,http://rs.tdwg.org/dwc/dwctype/,MaterialSample
http://www.w3.org/2000/01/rdf-schema#Class,http://rs.tdwg.org/dwc/terms/PreservedSpecimen,PreservedSpecimen,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwctype/PreservedSpecimen,http://rs.tdwg.org/dwc/dwctype/,PreservedSpecimen
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/dynamicProperties,dynamicProperties,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Attributes,http://rs.tdwg.org/dwc/dwcore/,Attributes
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/occurrenceAttributes,occurrenceAttributes,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Attributes,http://rs.tdwg.org/dwc/dwcore/,Attributes
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/scientificNameAuthorship,scientificNameAuthorship,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/AuthorYearOfScientificName,http://rs.tdwg.org/dwc/dwcore/,AuthorYearOfScientificName
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/basisOfRecord,basisOfRecord,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/BasisOfRecord,http://rs.tdwg.org/dwc/dwcore/,BasisOfRecord
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/catalogNumber,catalogNumber,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/CatalogNumber,http://rs.tdwg.org/dwc/dwcore/,CatalogNumber
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/class,class,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Class,http://rs.tdwg.org/dwc/dwcore/,Class
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/samplingProtocol,samplingProtocol,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/CollectingMethod,http://rs.tdwg.org/dwc/dwcore/,CollectingMethod
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/collectionCode,collectionCode,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/CollectionCode,http://rs.tdwg.org/dwc/dwcore/,CollectionCode
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/recordedBy,recordedBy,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Collector,http://rs.tdwg.org/dwc/dwcore/,Collector
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/continent,continent,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Continent,http://rs.tdwg.org/dwc/dwcore/,Continent
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/country,country,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Country,http://rs.tdwg.org/dwc/dwcore/,Country
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/county,county,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/County,http://rs.tdwg.org/dwc/dwcore/,County
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/endDayOfYear,endDayOfYear,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/DayOfYear,http://rs.tdwg.org/dwc/dwcore/,DayOfYear
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/startDayOfYear,startDayOfYear,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/DayOfYear,http://rs.tdwg.org/dwc/dwcore/,DayOfYear
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/EarliestDateCollected,EarliestDateCollected,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/EarliestDateCollected,http://rs.tdwg.org/dwc/dwcore/,EarliestDateCollected
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/family,family,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Family,http://rs.tdwg.org/dwc/dwcore/,Family
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/genus,genus,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Genus,http://rs.tdwg.org/dwc/dwcore/,Genus
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/occurrenceID,occurrenceID,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/GlobalUniqueIdentifier,http://rs.tdwg.org/dwc/dwcore/,GlobalUniqueIdentifier
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/higherGeography,higherGeography,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/HigherGeography,http://rs.tdwg.org/dwc/dwcore/,HigherGeography
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/higherTaxonName,higherTaxonName,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/HigherTaxon,http://rs.tdwg.org/dwc/dwcore/,HigherTaxon
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/identificationQualifier,identificationQualifier,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/IdentificationQualifier,http://rs.tdwg.org/dwc/dwcore/,IdentificationQualifier
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/associatedMedia,associatedMedia,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/ImageURL,http://rs.tdwg.org/dwc/dwcore/,ImageURL
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/informationWithheld,informationWithheld,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/InformationWithheld,http://rs.tdwg.org/dwc/dwcore/,InformationWithheld
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/infraspecificEpithet,infraspecificEpithet,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/InfraspecificEpithet,http://rs.tdwg.org/dwc/dwcore/,InfraspecificEpithet
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/institutionCode,institutionCode,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/InstitutionCode,http://rs.tdwg.org/dwc/dwcore/,InstitutionCode
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/island,island,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Island,http://rs.tdwg.org/dwc/dwcore/,Island
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/islandGroup,islandGroup,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/IslandGroup,http://rs.tdwg.org/dwc/dwcore/,IslandGroup
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/kingdom,kingdom,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Kingdom,http://rs.tdwg.org/dwc/dwcore/,Kingdom
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/LatestDateCollected,LatestDateCollected,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/LatestDateCollected,http://rs.tdwg.org/dwc/dwcore/,LatestDateCollected
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/lifeStage,lifeStage,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/LifeStage,http://rs.tdwg.org/dwc/dwcore/,LifeStage
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/locality,locality,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Locality,http://rs.tdwg.org/dwc/dwcore/,Locality
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/maximumDepthInMeters,maximumDepthInMeters,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/MaximumDepthInMeters,http://rs.tdwg.org/dwc/dwcore/,MaximumDepthInMeters
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/maximumElevationInMeters,maximumElevationInMeters,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/MaximumElevationInMeters,http://rs.tdwg.org/dwc/dwcore/,MaximumElevationInMeters
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/minimumDepthInMeters,minimumDepthInMeters,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/MinimumDepthInMeters,http://rs.tdwg.org/dwc/dwcore/,MinimumDepthInMeters
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/minimumElevationInMeters,minimumElevationInMeters,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/MinimumElevationInMeters,http://rs.tdwg.org/dwc/dwcore/,MinimumElevationInMeters
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/nomenclaturalCode,nomenclaturalCode,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/NomenclaturalCode,http://rs.tdwg.org/dwc/dwcore/,NomenclaturalCode
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/order,order,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Order,http://rs.tdwg.org/dwc/dwcore/,Order
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/phylum,phylum,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Phylum,http://rs.tdwg.org/dwc/dwcore/,Phylum
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/occurrenceDetails,occurrenceDetails,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/RelatedInformation,http://rs.tdwg.org/dwc/dwcore/,RelatedInformation
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/SampleRemarks,SampleRemarks,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Remarks,http://rs.tdwg.org/dwc/dwcore/,Remarks
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/scientificName,scientificName,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/ScientificName,http://rs.tdwg.org/dwc/dwcore/,ScientificName
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/sex,sex,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/Sex,http://rs.tdwg.org/dwc/dwcore/,Sex
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/specificEpithet,specificEpithet,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/SpecificEpithet,http://rs.tdwg.org/dwc/dwcore/,SpecificEpithet
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/stateProvince,stateProvince,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/StateProvince,http://rs.tdwg.org/dwc/dwcore/,StateProvince
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/waterBody,waterBody,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/WaterBody,http://rs.tdwg.org/dwc/dwcore/,WaterBody
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,coordinateUncertaintyInMeters,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/CoordinateUncertaintyInMeters,http://rs.tdwg.org/dwc/geospatial/,CoordinateUncertaintyInMeters
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/decimalLatitude,decimalLatitude,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/DecimalLatitude,http://rs.tdwg.org/dwc/geospatial/,DecimalLatitude
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/decimalLongitude,decimalLongitude,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/DecimalLongitude,http://rs.tdwg.org/dwc/geospatial/,DecimalLongitude
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/footprintSpatialFit,footprintSpatialFit,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/FootprintSpatialFit,http://rs.tdwg.org/dwc/geospatial/,FootprintSpatialFit
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/footprintWKT,footprintWKT,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/FootprintWKT,http://rs.tdwg.org/dwc/geospatial/,FootprintWKT
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/geodeticDatum,geodeticDatum,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/GeodeticDatum,http://rs.tdwg.org/dwc/geospatial/,GeodeticDatum
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceProtocol,georeferenceProtocol,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/GeoreferenceProtocol,http://rs.tdwg.org/dwc/geospatial/,GeoreferenceProtocol
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceRemarks,georeferenceRemarks,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/GeoreferenceRemarks,http://rs.tdwg.org/dwc/geospatial/,GeoreferenceRemarks
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/georeferenceSources,georeferenceSources,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/GeoreferenceSources,http://rs.tdwg.org/dwc/geospatial/,GeoreferenceSources
