"identifier","context","text"
"p:label","Label for pathway concept scheme http://rs.tdwg.org/dwc/terms/p","도입개념 체계"
"p:definition","Definition for pathway concept scheme http://rs.tdwg.org/dwc/terms/p","다윈코어 용어 pathway에 대한 통제 어휘로 사용하기 위한 SKOS 개념체계"
"p001:label","Label for biological control http://rs.tdwg.org/dwc/terms/p001","생물학적 방제"
"p001:definition","Definition for biological control http://rs.tdwg.org/dwc/terms/p001","다른 유기체에대한 생물학적 방제를 목적으로 도입되어 그 지역에서 발견되는 유기체"
"p001:notes","Notes for biological control http://rs.tdwg.org/dwc/terms/p001",""
"p002:label","Label for erosion control http://rs.tdwg.org/dwc/terms/p002","침식 조절"
"p002:definition","Definition for erosion control http://rs.tdwg.org/dwc/terms/p002","침식방지/사구안정화(바람막이,울타리 등)를 위해 도입된 유기체"
"p002:notes","Notes for erosion control http://rs.tdwg.org/dwc/terms/p002",""
"p003:label","Label for fishery in the wild http://rs.tdwg.org/dwc/terms/p003","어장"
"p003:definition","Definition for fishery in the wild http://rs.tdwg.org/dwc/terms/p003","양식 또는 취미 낚시를 위해 자연에서 사육되는 어류"
"p003:notes","Notes for fishery in the wild http://rs.tdwg.org/dwc/terms/p003",""
"p004:label","Label for hunting http://rs.tdwg.org/dwc/terms/p004","사냥"
"p004:definition","Definition for hunting http://rs.tdwg.org/dwc/terms/p004","스포츠 사냥을 위한 목적으로 사육되는 동물"
"p004:notes","Notes for hunting http://rs.tdwg.org/dwc/terms/p004",""
"p005:label","Label for landscape improvement http://rs.tdwg.org/dwc/terms/p005","경관개선"
"p005:definition","Definition for landscape improvement http://rs.tdwg.org/dwc/terms/p005",""
"p005:notes","Notes for landscape improvement http://rs.tdwg.org/dwc/terms/p005",""
"p006:label","Label for conservation or wildlife management http://rs.tdwg.org/dwc/terms/p006","보존 및 관리"
"p006:definition","Definition for conservation or wildlife management http://rs.tdwg.org/dwc/terms/p006","보존목적 또는 야생동물 관리 목적으로 도입된 유기체"
"p006:notes","Notes for conservation or wildlife management http://rs.tdwg.org/dwc/terms/p006",""
"p007:label","Label for released for use http://rs.tdwg.org/dwc/terms/p007","용도를 위한 방출"
"p007:definition","Definition for released for use http://rs.tdwg.org/dwc/terms/p007","사용하기위해 자연에 방류됨(위의 용도외에도 모피, 수송, 의료용 등)"
"p007:notes","Notes for released for use http://rs.tdwg.org/dwc/terms/p007",""
"p008:label","Label for other intentional release http://rs.tdwg.org/dwc/terms/p008","기타 의도적 방출"
