identifier,context,text
p:label,Label for pathway concept scheme http://rs.tdwg.org/dwc/terms/p,pathway concept scheme
p:definition,Definition for pathway concept scheme http://rs.tdwg.org/dwc/terms/p,A SKOS Concept Scheme to be used as a controlled vocabulary for the Darwin Core terms dwc:pathway and dwciri:pathway
p001:label,Label for biological control http://rs.tdwg.org/dwc/terms/p001,biological control
p001:definition,Definition for biological control http://rs.tdwg.org/dwc/terms/p001,Organisms occuring in an area because they were introduced for the purpose of biological control of another organism.
p001:notes,Notes for biological control http://rs.tdwg.org/dwc/terms/p001,Released intentionally into the (semi)natural environment with the purpose of controlling the population(s) of one or more organisms. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p002:label,Label for erosion control http://rs.tdwg.org/dwc/terms/p002,erosion control
p002:definition,Definition for erosion control http://rs.tdwg.org/dwc/terms/p002,"Organisms introduced for the purpose of erosion control/dune stabilization (windbreaks, hedges, etc.)."
p002:notes,Notes for erosion control http://rs.tdwg.org/dwc/terms/p002,Probably only applicable to plants. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p003:label,Label for fishery in the wild http://rs.tdwg.org/dwc/terms/p003,fishery in the wild
p003:definition,Definition for fishery in the wild http://rs.tdwg.org/dwc/terms/p003,Fish stocked into the wild either to create a fishery or for recreational angling.
p003:notes,Notes for fishery in the wild http://rs.tdwg.org/dwc/terms/p003,Largely applicable to freshwater and anadromous fish. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p004:label,Label for hunting http://rs.tdwg.org/dwc/terms/p004,hunting
p004:definition,Definition for hunting http://rs.tdwg.org/dwc/terms/p004,Animals stocked into the wild specifically with the intention that they would be hunted for sport.
p004:notes,Notes for hunting http://rs.tdwg.org/dwc/terms/p004,Largely applicable to terrestrial vertebrates. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p005:label,Label for landscape improvement http://rs.tdwg.org/dwc/terms/p005,landscape improvement
p005:definition,Definition for landscape improvement http://rs.tdwg.org/dwc/terms/p005,"Landscape/flora/fauna ""improvement"" in the wild."
p005:notes,Notes for landscape improvement http://rs.tdwg.org/dwc/terms/p005,"""Improvement"" in this context is intended for introductions for the purpose of aesthetic enhancement of the landscape, as opposed to practical introductions for the purpose of erosion control, agriculture, forestry etc. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p006:label,Label for conservation or wildlife management http://rs.tdwg.org/dwc/terms/p006,conservation or wildlife management
p006:definition,Definition for conservation or wildlife management http://rs.tdwg.org/dwc/terms/p006,Organisms introduced for conservation purposes or wildlife management.
p006:notes,Notes for conservation or wildlife management http://rs.tdwg.org/dwc/terms/p006,The organism was released with the intention of improving the conservation status of the species or the conservation status other species in the habitat. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p007:label,Label for released for use http://rs.tdwg.org/dwc/terms/p007,released for use
p007:definition,Definition for released for use http://rs.tdwg.org/dwc/terms/p007,"Release in nature for use (other than above, e.g., fur, transport, medical use)."
p007:notes,Notes for released for use http://rs.tdwg.org/dwc/terms/p007,This term refers to organisms intentionally and directly released into the wild to serve a specific purpose. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p008:label,Label for other intentional release http://rs.tdwg.org/dwc/terms/p008,other intentional release
p008:definition,Definition for other intentional release http://rs.tdwg.org/dwc/terms/p008,A catch-all term for intentional releases not for human use that are not covered by other more specific terms.
p008:notes,Notes for other intentional release http://rs.tdwg.org/dwc/terms/p008,"Compare with ""other escape from confinement"". See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p009:label,Label for agriculture (including biofuel feedstocks) http://rs.tdwg.org/dwc/terms/p009,agriculture (including biofuel feedstocks)
p009:definition,Definition for agriculture (including biofuel feedstocks) http://rs.tdwg.org/dwc/terms/p009,Plants grown with the intention of harvesting.
p009:notes,Notes for agriculture (including biofuel feedstocks) http://rs.tdwg.org/dwc/terms/p009,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p010:label,Label for aquaculture/mariculture http://rs.tdwg.org/dwc/terms/p010,aquaculture/mariculture
p010:definition,Definition for aquaculture/mariculture http://rs.tdwg.org/dwc/terms/p010,"The analog of agriculture and farmed animals, specifically related to aquatic organisms."
p010:notes,Notes for aquaculture/mariculture http://rs.tdwg.org/dwc/terms/p010,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p011:label,Label for botanic garden/zoo/aquaria (excluding domestic aquaria) http://rs.tdwg.org/dwc/terms/p011,botanic garden/zoo/aquaria (excluding domestic aquaria)
p011:definition,Definition for botanic garden/zoo/aquaria (excluding domestic aquaria) http://rs.tdwg.org/dwc/terms/p011,Organisms in public collections of plants and/or animals.
p011:notes,Notes for botanic garden/zoo/aquaria (excluding domestic aquaria) http://rs.tdwg.org/dwc/terms/p011,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p012:label,Label for pet/aquarium/terrarium species (including live food for such species) http://rs.tdwg.org/dwc/terms/p012,pet/aquarium/terrarium species (including live food for such species)
p012:definition,Definition for pet/aquarium/terrarium species (including live food for such species) http://rs.tdwg.org/dwc/terms/p012,Privately kept animals.
p012:usage,Usage for pet/aquarium/terrarium species (including live food for such species) http://rs.tdwg.org/dwc/terms/p012,"Animals kept for hunting, such as falcons and ferrets, SHOULD be included here, not under the hunting term."
p012:notes,Notes for pet/aquarium/terrarium species (including live food for such species) http://rs.tdwg.org/dwc/terms/p012,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p013:label,Label for farmed animals (including animals left under limited control) http://rs.tdwg.org/dwc/terms/p013,farmed animals (including animals left under limited control)
p013:definition,Definition for farmed animals (including animals left under limited control) http://rs.tdwg.org/dwc/terms/p013,"Animals cared for and bred with the specific intention of using their products, such as meat and milk."
p013:notes,Notes for farmed animals (including animals left under limited control) http://rs.tdwg.org/dwc/terms/p013,"Farmed animals are generally kept in a defined area, such as a fields. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p014:label,Label for forestry (including reforestation) http://rs.tdwg.org/dwc/terms/p014,forestry (including reforestation)
p014:definition,Definition for forestry (including reforestation) http://rs.tdwg.org/dwc/terms/p014,Trees specifically introduced to provide timber and other forestry products.
p014:notes,Notes for forestry (including reforestation) http://rs.tdwg.org/dwc/terms/p014,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p015:label,Label for fur farms http://rs.tdwg.org/dwc/terms/p015,fur farms
p015:definition,Definition for fur farms http://rs.tdwg.org/dwc/terms/p015,"Organisms escaped from a fur farm, including unauthorised releases."
p015:notes,Notes for fur farms http://rs.tdwg.org/dwc/terms/p015,Probably only applicable to vertebrates raised for their pelts and skins. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p016:label,Label for horticulture http://rs.tdwg.org/dwc/terms/p016,horticulture
p016:definition,Definition for horticulture http://rs.tdwg.org/dwc/terms/p016,Plants distributed by the ornamental and decorative plants industry.
p016:usage,Usage for horticulture http://rs.tdwg.org/dwc/terms/p016,"This term excludes plants and other organisms from aquaria and terrariums, which SHOULD be classified under the pet/aquarium/terrarium term."
p016:notes,Notes for horticulture http://rs.tdwg.org/dwc/terms/p016,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p017:label,Label for ornamental purpose other than horticulture http://rs.tdwg.org/dwc/terms/p017,ornamental purpose other than horticulture
p017:definition,Definition for ornamental purpose other than horticulture http://rs.tdwg.org/dwc/terms/p017,Ornamental plants introduced through pathways other than the horticultural industry.
p017:notes,Notes for ornamental purpose other than horticulture http://rs.tdwg.org/dwc/terms/p017,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p018:label,Label for research and ex-situ breeding (in facilities) http://rs.tdwg.org/dwc/terms/p018,research and ex-situ breeding (in facilities)
p018:definition,Definition for research and ex-situ breeding (in facilities) http://rs.tdwg.org/dwc/terms/p018,"Plants and animals introduced for the purpose of breeding or scientific and medical research, including science education."
p018:notes,Notes for research and ex-situ breeding (in facilities) http://rs.tdwg.org/dwc/terms/p018,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p019:label,Label for live food and live bait http://rs.tdwg.org/dwc/terms/p019,live food and live bait
p019:definition,Definition for live food and live bait http://rs.tdwg.org/dwc/terms/p019,"Live food imported for human consumption or live bait, such as shellfish and snails."
p019:notes,Notes for live food and live bait http://rs.tdwg.org/dwc/terms/p019,"Live food, such as mealworms, for the organisms kept as pets should be classified under the pet term. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p020:label,Label for other escape from confinement http://rs.tdwg.org/dwc/terms/p020,other escape from confinement
p020:definition,Definition for other escape from confinement http://rs.tdwg.org/dwc/terms/p020,"Organisms brought into an area with the intention of keeping them in captivity permanently, but that have subsequently escaped."
p020:notes,Notes for other escape from confinement http://rs.tdwg.org/dwc/terms/p020,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p021:label,Label for contaminant nursery material http://rs.tdwg.org/dwc/terms/p021,contaminant nursery material
p021:definition,Definition for contaminant nursery material http://rs.tdwg.org/dwc/terms/p021,Organisms transported into an area together with plant material.
p021:notes,Notes for contaminant nursery material http://rs.tdwg.org/dwc/terms/p021,"These may be other plants, diseases, fungi and animals. They may be attached to the plant or within the soil. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p022:label,Label for contaminated bait http://rs.tdwg.org/dwc/terms/p022,contaminated bait
p022:definition,Definition for contaminated bait http://rs.tdwg.org/dwc/terms/p022,"Contaminants, pathogens and parasites transported with live, frozen or preserved bait used to catch fish or other organisms."
p022:notes,Notes for contaminated bait http://rs.tdwg.org/dwc/terms/p022,"Typical examples include crustaceans, cephalopods and molluscs. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p023:label,Label for food contaminant (including of live food) http://rs.tdwg.org/dwc/terms/p023,food contaminant (including of live food)
p023:definition,Definition for food contaminant (including of live food) http://rs.tdwg.org/dwc/terms/p023,"Foods for human consumption, whether they are transported live or dead."
p023:notes,Notes for food contaminant (including of live food) http://rs.tdwg.org/dwc/terms/p023,"This term includes unintentional introduction of contaminants such as diseases on those foods and in the case of plants, should include seeds. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p024:label,"Label for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024","contaminant on animals (except parasites, organisms transported by host/vector)"
p024:definition,"Definition for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024",Contaminants carried either on or in the body of transported animals.
p024:usage,"Usage for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024","This term excludes parasites and pathogens, which SHOULD be classified under their own specific term (""parasites on animals"")."
p024:notes,"Notes for contaminant on animals (except parasites, organisms transported by host/vector) http://rs.tdwg.org/dwc/terms/p024","Transported animals carry other organisms in their coats, in their guts and in soil on their hooves and feet. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p025:label,Label for parasites on animals (including organisms transported by host and vector) http://rs.tdwg.org/dwc/terms/p025,parasites on animals (including organisms transported by host and vector)
p025:definition,Definition for parasites on animals (including organisms transported by host and vector) http://rs.tdwg.org/dwc/terms/p025,Parasitic and pathogenic organisms transported with their host or vector animal.
p025:notes,Notes for parasites on animals (including organisms transported by host and vector) http://rs.tdwg.org/dwc/terms/p025,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p026:label,"Label for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026","contaminant on plants (except parasites, species transported by host/vector)"
p026:definition,"Definition for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026",Organisms transported on plant material.
p026:usage,"Usage for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026","This term excludes organisms carried on contaminant nursery material, seed contaminants, and the material from the timber trade, which SHOULD be classified under their own pathway terms."
p026:notes,"Notes for contaminant on plants (except parasites, species transported by host/vector) http://rs.tdwg.org/dwc/terms/p026",See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p027:label,Label for parasites on plants (including species transported by host and vector) http://rs.tdwg.org/dwc/terms/p027,parasites on plants (including species transported by host and vector)
p027:definition,Definition for parasites on plants (including species transported by host and vector) http://rs.tdwg.org/dwc/terms/p027,Parasitic and pathogenic organisms transported with their host or vector plant.
p027:notes,Notes for parasites on plants (including species transported by host and vector) http://rs.tdwg.org/dwc/terms/p027,See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129
p028:label,Label for seed contaminant http://rs.tdwg.org/dwc/terms/p028,seed contaminant
p028:definition,Definition for seed contaminant http://rs.tdwg.org/dwc/terms/p028,Organisms contaminating transported seeds.
p028:notes,Notes for seed contaminant http://rs.tdwg.org/dwc/terms/p028,"These may be parasites or pathogens of seeds or species that eat seeds, whether intended to be transported or not. See also Harrower et al. 2017. http://nora.nerc.ac.uk/id/eprint/519129"
p029:label,Label for timber trade http://rs.tdwg.org/dwc/terms/p029,timber trade
p029:definition,Definition for timber trade http://rs.tdwg.org/dwc/terms/p029,"Contaminants on unprocessed timber, processed wood and wood-derived products."
p029:usage,Usage for timber trade http://rs.tdwg.org/dwc/terms/p029,"This term excludes packing material and habitat material made from wood, which SHOULD be included under their own terms (""packing material"" and ""transportation of habitat material"")."
