"identifier","context","text"
"d:label","Label for degreeOfEstablishment concept scheme http://rs.tdwg.org/dwc/terms/d","schema pour le concept du degré d'implantation"
"d:definition","Definition for degreeOfEstablishment concept scheme http://rs.tdwg.org/dwc/terms/d","Un Schéma Conceptuel SKOS qui doit être utilisé comme un vocabulaire contrôlé pour les termes Darwin Core dwc:establishmentMeans et dwciri:establishmentMeans"
"d001:label","Label for native (category A) http://rs.tdwg.org/dwc/terms/d001","natif (catégorie A)"
"d001:definition","Definition for native (category A) http://rs.tdwg.org/dwc/terms/d001","Non transportable au-delà des limites de la répartition native."
"d001:notes","Notes for native (category A) http://rs.tdwg.org/dwc/terms/d001",""
"d002:label","Label for captive (category B1) http://rs.tdwg.org/dwc/terms/d002","captif (catégorie B1)"
"d002:definition","Definition for captive (category B1) http://rs.tdwg.org/dwc/terms/d002","Individus en captivité ou en quarantaine (i.e. individus dont les conditions sont acceptables pour eux, mais dont les conditions de captivité sont en place)."
"d002:notes","Notes for captive (category B1) http://rs.tdwg.org/dwc/terms/d002",""
"d003:label","Label for cultivated (category B2) http://rs.tdwg.org/dwc/terms/d003","cultivé (catégorie B2)"
"d003:definition","Definition for cultivated (category B2) http://rs.tdwg.org/dwc/terms/d003","Individus en culture (i.e. individus dont les conditions sont acceptables mais dont les mesures de prévention de dispersion sont limités au maximum)."
"d003:notes","Notes for cultivated (category B2) http://rs.tdwg.org/dwc/terms/d003",""
"d004:label","Label for released (category B3) http://rs.tdwg.org/dwc/terms/d004","relâché (catégorie B3)"
"d004:definition","Definition for released (category B3) http://rs.tdwg.org/dwc/terms/d004","Individus directement relâchés dans un nouvel environnement."
"d004:notes","Notes for released (category B3) http://rs.tdwg.org/dwc/terms/d004",""
"d005:label","Label for failing (category C0) http://rs.tdwg.org/dwc/terms/d005","échec (catégorie C0)"
"d005:definition","Definition for failing (category C0) http://rs.tdwg.org/dwc/terms/d005","Individus relâchés en dehors de la zone de captivité ou de la culture dans un lieu mais qui sont incapables de survivre pour une période significative."
"d005:notes","Notes for failing (category C0) http://rs.tdwg.org/dwc/terms/d005",""
"d006:label","Label for casual (category C1) http://rs.tdwg.org/dwc/terms/d006","moyen (catégorie C1)"
"d006:definition","Definition for casual (category C1) http://rs.tdwg.org/dwc/terms/d006","Individus survivant en dehors de la zone de captivité ou de culture dans un lieu sans repoduction."
"d006:notes","Notes for casual (category C1) http://rs.tdwg.org/dwc/terms/d006",""
"d007:label","Label for reproducing (category C2) http://rs.tdwg.org/dwc/terms/d007","reproduction (catégorie C2)"
"d007:definition","Definition for reproducing (category C2) http://rs.tdwg.org/dwc/terms/d007","Individus survivant en dehors de la zone de captivité ou de la culture dans un lieu. La reproduction peut se faire mais la population ne se maintient pas tout seule."
"d007:notes","Notes for reproducing (category C2) http://rs.tdwg.org/dwc/terms/d007",""
"d008:label","Label for established (category C3) http://rs.tdwg.org/dwc/terms/d008","implanté (catégorie C3)"
"d008:definition","Definition for established (category C3) http://rs.tdwg.org/dwc/terms/d008","Individus survivant en dehors de la zone de captivité ou de la culture dans un lieu. La reproduction se fait et la population se maintient toute seule."
"d008:notes","Notes for established (category C3) http://rs.tdwg.org/dwc/terms/d008",""
"d009:label","Label for colonising (category D1) http://rs.tdwg.org/dwc/terms/d009","colonisant (catégorie D1)"
"d009:definition","Definition for colonising (category D1) http://rs.tdwg.org/dwc/terms/d009","Population auto-maintenue en dehors de la zone de captivité ou de culture, avec des individus survivant à une distance significative du point d'introduction."
"d009:notes","Notes for colonising (category D1) http://rs.tdwg.org/dwc/terms/d009",""
"d010:label","Label for invasive (category D2) http://rs.tdwg.org/dwc/terms/d010","invasif (category D2)"
"d010:definition","Definition for invasive (category D2) http://rs.tdwg.org/dwc/terms/d010","Population auto-maintenue en dehors de la zone de captivité ou de culture, avec des individus survivant et se reproduisant à une distance significative du point d'introduction."
"d010:notes","Notes for invasive (category D2) http://rs.tdwg.org/dwc/terms/d010",""
"d011:label","Label for widespread invasive (category E) http://rs.tdwg.org/dwc/terms/d011","largement invasif (catégorie E)"
"d011:definition","Definition for widespread invasive (category E) http://rs.tdwg.org/dwc/terms/d011","Espèces pleinement invasives, avec des individus se dispersant, survivant et se reproduisant dans des sites multiples avec un variété d'habitats et de zones géographiques."
"d011:notes","Notes for widespread invasive (category E) http://rs.tdwg.org/dwc/terms/d011",""
