"identifier","context","text"
"available:label","Label for Date Available http://rs.tdwg.org/dwc/terms/available",""
"available:rdfs_comment","Comment for Date Available http://rs.tdwg.org/dwc/terms/available",""
"available:dcterms_description","Description for Date Available http://rs.tdwg.org/dwc/terms/available",""
"creator:label","Label for Creator http://rs.tdwg.org/dwc/terms/creator",""
"creator:rdfs_comment","Comment for Creator http://rs.tdwg.org/dwc/terms/creator",""
"creator:dcterms_description","Description for Creator http://rs.tdwg.org/dwc/terms/creator",""
"description:label","Label for Description http://rs.tdwg.org/dwc/terms/description","Popis"
"description:rdfs_comment","Comment for Description http://rs.tdwg.org/dwc/terms/description",""
"description:dcterms_description","Description for Description http://rs.tdwg.org/dwc/terms/description",""
"format:label","Label for Format (IRI) http://rs.tdwg.org/dwc/terms/format",""
"format:rdfs_comment","Comment for Format (IRI) http://rs.tdwg.org/dwc/terms/format",""
"format:dcterms_description","Description for Format (IRI) http://rs.tdwg.org/dwc/terms/format",""
"identifier:label","Label for Identifier http://rs.tdwg.org/dwc/terms/identifier","Identifikátor"
"identifier:rdfs_comment","Comment for Identifier http://rs.tdwg.org/dwc/terms/identifier",""
"identifier:dcterms_description","Description for Identifier http://rs.tdwg.org/dwc/terms/identifier",""
"language:label","Label for Language http://rs.tdwg.org/dwc/terms/language","Jazyk"
"language:rdfs_comment","Comment for Language http://rs.tdwg.org/dwc/terms/language",""
"language:dcterms_description","Description for Language http://rs.tdwg.org/dwc/terms/language",""
"modified:label","Label for Modified http://rs.tdwg.org/dwc/terms/modified","Změněno"
"modified:rdfs_comment","Comment for Modified http://rs.tdwg.org/dwc/terms/modified",""
"modified:dcterms_description","Description for Modified http://rs.tdwg.org/dwc/terms/modified",""
"rights:label","Label for Copyright Statement http://rs.tdwg.org/dwc/terms/rights",""
"rights:rdfs_comment","Comment for Copyright Statement http://rs.tdwg.org/dwc/terms/rights","Informace o právech ke zdroji a nad zdrojem."
"rights:dcterms_description","Description for Copyright Statement http://rs.tdwg.org/dwc/terms/rights",""
"source:label","Label for Published Source http://rs.tdwg.org/dwc/terms/source",""
"source:rdfs_comment","Comment for Published Source http://rs.tdwg.org/dwc/terms/source",""
"source:dcterms_description","Description for Published Source http://rs.tdwg.org/dwc/terms/source",""
"temporal:label","Label for Temporal Coverage http://rs.tdwg.org/dwc/terms/temporal","Časový rozsah"
"temporal:rdfs_comment","Comment for Temporal Coverage http://rs.tdwg.org/dwc/terms/temporal",""
"temporal:dcterms_description","Description for Temporal Coverage http://rs.tdwg.org/dwc/terms/temporal",""
"title:label","Label for Title http://rs.tdwg.org/dwc/terms/title","Název"
"title:rdfs_comment","Comment for Title http://rs.tdwg.org/dwc/terms/title","Název pro odkaz."
"title:dcterms_description","Description for Title http://rs.tdwg.org/dwc/terms/title","Důrazně se doporučuje zadat název. Název usnadňuje interakci s lidmi: může být například použit jako text hypertextového odkazu nebo k výběru obrázků v seznamu. Název je proto velmi užitečný a je třeba se snažit jej zadat, pokud ještě není k dispozici. Pokud se jedná o sbírku bez institucionálního nebo oficiálního názvu, ale s tematickým obsahem, je vhodný popisný název, např. „Městští mravenci Nové Anglie“. V jednotlivých mediálních zdrojích zobrazujících taxony tvoří vědecký název nebo názvy taxonů často dobrý název. Kromě vědeckých názvů nebo namísto nich jsou přijatelné také běžné názvy. Žádoucí jsou také údaje o činnostech nebo rolích zachycených mediálním zdrojem, jako jsou například predátorské aktivity („Chřestýš požírá myš“, „Opylovači kalifornských původních rostlin“)."
"type:label","Label for Type http://rs.tdwg.org/dwc/terms/type","Typ"
"type:rdfs_comment","Comment for Type http://rs.tdwg.org/dwc/terms/type","Povaha nebo druh zdroje. "
"type:dcterms_description","Description for Type http://rs.tdwg.org/dwc/terms/type","Pokud je zdroj sbírkou, tento termín neurčuje, jaké typy objektů může obsahovat. Viz také heslo dc:type v dokumentu Seznam základních termínů audiovizuálních médií a viz DCMI FAQ o jmenných prostorech DC a DCTERMS, https://web.archive.org/web/20171126043657/https://github.com/dcmi/repository/blob/master/mediawiki_wiki/FAQ/DC_and_DCTERMS_Namespaces.md, kde najdete diskusi o důvodech pro použití termínů ve dvou jmenných prostorech. Obvyklou praxí je používat stejný štítek, pokud jsou k dispozici oba. Štítky nemají žádný vliv na vyhledávání informací a jsou pouze doporučením."
