"identifier","context","text"
"dateIdentified:label","Label for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","Datum identifikace"
"dateIdentified:rdfs_comment","Comment for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified",""
"dateIdentified:dcterms_description","Description for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","Doporučeným osvědčeným postupem je používat datum, které je v souladu s normou ISO 8601-1:2019."
"dateIdentified:examples","Examples for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified",""
"identificationQualifier:label","Label for Identification Qualifier http://rs.tdwg.org/dwc/terms/identificationQualifier","Identifikační kvalifikátor"
"identificationQualifier:rdfs_comment","Comment for Identification Qualifier http://rs.tdwg.org/dwc/terms/identificationQualifier",""
"identificationQualifier:dcterms_description","Description for Identification Qualifier http://rs.tdwg.org/dwc/terms/identificationQualifier",""
"identificationQualifier:examples","Examples for Identification Qualifier http://rs.tdwg.org/dwc/terms/identificationQualifier",""
"identifiedBy:label","Label for Identified By http://rs.tdwg.org/dwc/terms/identifiedBy","Identifikováno kým"
"identifiedBy:rdfs_comment","Comment for Identified By http://rs.tdwg.org/dwc/terms/identifiedBy",""
"identifiedBy:dcterms_description","Description for Identified By http://rs.tdwg.org/dwc/terms/identifiedBy","Doporučeným postupem je oddělovat hodnoty v seznamu mezerou svislou čarou mezerou (` | `)."
"lifeStage:label","Label for Subject Life Stage http://rs.tdwg.org/dwc/terms/lifeStage",""
"lifeStage:rdfs_comment","Comment for Subject Life Stage http://rs.tdwg.org/dwc/terms/lifeStage",""
"lifeStage:dcterms_description","Description for Subject Life Stage http://rs.tdwg.org/dwc/terms/lifeStage","Doporučeným osvědčeným postupem je používat řízený slovník."
"nameAccordingTo:label","Label for Name According To http://rs.tdwg.org/dwc/terms/nameAccordingTo","Název podle"
"nameAccordingTo:rdfs_comment","Comment for Name According To http://rs.tdwg.org/dwc/terms/nameAccordingTo","Odkaz na zdroj, v němž je definován nebo naznačen konkrétní pojem okruhu vymezení taxonu - tradičně označovaný latinským ""sensu"" nebo ""sec"". (od secundum, což znamená ""podle""). U taxonů, které jsou výsledkem identifikace, by měl být uveden odkaz na klíče, monografie, odborníky a další zdroje."
"nameAccordingTo:dcterms_description","Description for Name According To http://rs.tdwg.org/dwc/terms/nameAccordingTo",""
"preparations:label","Label for Subject Preparation Technique http://rs.tdwg.org/dwc/terms/preparations",""
"preparations:rdfs_comment","Comment for Subject Preparation Technique http://rs.tdwg.org/dwc/terms/preparations",""
"preparations:dcterms_description","Description for Subject Preparation Technique http://rs.tdwg.org/dwc/terms/preparations",""
"scientificName:label","Label for Scientific Taxon Name http://rs.tdwg.org/dwc/terms/scientificName",""
