"identifier","context","text"
"dateIdentified:label","Label for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","Date d'identification"
"dateIdentified:rdfs_comment","Comment for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified",""
"dateIdentified:dcterms_description","Description for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified","La pratique optimale recommandée est d'utiliser une date conforme à la norme ISO 8601-1:2019."
"dateIdentified:examples","Examples for Date Identified http://rs.tdwg.org/dwc/terms/dateIdentified",""
"identificationQualifier:label","Label for Identification Qualifier http://rs.tdwg.org/dwc/terms/identificationQualifier","Qualificatif de l'identification"
"identificationQualifier:rdfs_comment","Comment for Identification Qualifier http://rs.tdwg.org/dwc/terms/identificationQualifier",""
"identificationQualifier:dcterms_description","Description for Identification Qualifier http://rs.tdwg.org/dwc/terms/identificationQualifier",""
"identificationQualifier:examples","Examples for Identification Qualifier http://rs.tdwg.org/dwc/terms/identificationQualifier",""
"identifiedBy:label","Label for Identified By http://rs.tdwg.org/dwc/terms/identifiedBy","Identifié par"
"identifiedBy:rdfs_comment","Comment for Identified By http://rs.tdwg.org/dwc/terms/identifiedBy",""
"identifiedBy:dcterms_description","Description for Identified By http://rs.tdwg.org/dwc/terms/identifiedBy","La pratique optimale recommandée consiste à séparer les valeurs d'une liste par une barre verticale (` | `)."
"lifeStage:label","Label for Subject Life Stage http://rs.tdwg.org/dwc/terms/lifeStage",""
"lifeStage:rdfs_comment","Comment for Subject Life Stage http://rs.tdwg.org/dwc/terms/lifeStage",""
"lifeStage:dcterms_description","Description for Subject Life Stage http://rs.tdwg.org/dwc/terms/lifeStage","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé."
"nameAccordingTo:label","Label for Name According To http://rs.tdwg.org/dwc/terms/nameAccordingTo","Nom selon"
"nameAccordingTo:rdfs_comment","Comment for Name According To http://rs.tdwg.org/dwc/terms/nameAccordingTo","La référence à la source dans laquelle la délimitation du taxon concept est définie ou suggérée - traditionnellement signifiée par le latin ""sensu"" ou ""sec."" (de secundum qui signifie ""selon""). Pour les taxons résultant d'identifications, une référence aux clés, monographies, experts et autres sources doit être donnée."
"nameAccordingTo:dcterms_description","Description for Name According To http://rs.tdwg.org/dwc/terms/nameAccordingTo",""
"preparations:label","Label for Subject Preparation Technique http://rs.tdwg.org/dwc/terms/preparations",""
"preparations:rdfs_comment","Comment for Subject Preparation Technique http://rs.tdwg.org/dwc/terms/preparations",""
"preparations:dcterms_description","Description for Subject Preparation Technique http://rs.tdwg.org/dwc/terms/preparations",""
"scientificName:label","Label for Scientific Taxon Name http://rs.tdwg.org/dwc/terms/scientificName",""
"scientificName:rdfs_comment","Comment for Scientific Taxon Name http://rs.tdwg.org/dwc/terms/scientificName",""
"scientificName:dcterms_description","Description for Scientific Taxon Name http://rs.tdwg.org/dwc/terms/scientificName",""
"scientificName:examples","Examples for Scientific Taxon Name http://rs.tdwg.org/dwc/terms/scientificName",""
"scientificNameID:label","Label for Scientific Name ID http://rs.tdwg.org/dwc/terms/scientificNameID","Identifiant du nom scientifique"
"scientificNameID:rdfs_comment","Comment for Scientific Name ID http://rs.tdwg.org/dwc/terms/scientificNameID","Un identifiant pour les détails nomenclaturaux (et non taxonomiques) d'un nom scientifique."
"scientificNameID:dcterms_description","Description for Scientific Name ID http://rs.tdwg.org/dwc/terms/scientificNameID",""
"sex:label","Label for Subject Sex http://rs.tdwg.org/dwc/terms/sex",""
"sex:rdfs_comment","Comment for Subject Sex http://rs.tdwg.org/dwc/terms/sex",""
"sex:dcterms_description","Description for Subject Sex http://rs.tdwg.org/dwc/terms/sex","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé."
"vernacularName:label","Label for Common Name http://rs.tdwg.org/dwc/terms/vernacularName",""
"vernacularName:rdfs_comment","Comment for Common Name http://rs.tdwg.org/dwc/terms/vernacularName","Un nom commun ou vernaculaire."
"vernacularName:dcterms_description","Description for Common Name http://rs.tdwg.org/dwc/terms/vernacularName",""
"continent:label","Label for Continent http://rs.tdwg.org/dwc/terms/continent","Continent"
"continent:rdfs_comment","Comment for Continent http://rs.tdwg.org/dwc/terms/continent",""
"continent:dcterms_description","Description for Continent http://rs.tdwg.org/dwc/terms/continent","La pratique optimale recommandée consiste à utiliser un vocabulaire contrôlé tel que le Getty Thesaurus of Geographic Names."
"coordinatePrecision:label","Label for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision","Précision des coordonnées"
"coordinatePrecision:rdfs_comment","Comment for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision",""
"coordinatePrecision:examples","Examples for Coordinate Precision http://rs.tdwg.org/dwc/terms/coordinatePrecision",""
"coordinateUncertaintyInMeters:label","Label for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters","Incertitude des coordonnées en mètres"
"coordinateUncertaintyInMeters:rdfs_comment","Comment for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters",""
"coordinateUncertaintyInMeters:examples","Examples for Coordinate Uncertainty In Meters http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters",""
"country:label","Label for Country http://rs.tdwg.org/dwc/terms/country","Pays"
"country:rdfs_comment","Comment for Country http://rs.tdwg.org/dwc/terms/country",""
"country:dcterms_description","Description for Country http://rs.tdwg.org/dwc/terms/country","La pratique optimale recommandée consiste à utiliser un vocabulaire contrôlé tel que le Getty Thesaurus of Geographic Names."
"countryCode:label","Label for Country Code http://rs.tdwg.org/dwc/terms/countryCode","Code du pays"
"countryCode:rdfs_comment","Comment for Country Code http://rs.tdwg.org/dwc/terms/countryCode",""
"countryCode:dcterms_description","Description for Country Code http://rs.tdwg.org/dwc/terms/countryCode",""
"county:label","Label for County http://rs.tdwg.org/dwc/terms/county",""
"county:rdfs_comment","Comment for County http://rs.tdwg.org/dwc/terms/county",""
"county:dcterms_description","Description for County http://rs.tdwg.org/dwc/terms/county","La pratique optimale recommandée consiste à utiliser un vocabulaire contrôlé tel que le Getty Thesaurus of Geographic Names."
"decimalLatitude:label","Label for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude","Latitude en échelle décimale"
"decimalLatitude:rdfs_comment","Comment for Decimal Latitude http://rs.tdwg.org/dwc/terms/decimalLatitude",""
"decimalLongitude:label","Label for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude","Longitude en échelle décimale"
"decimalLongitude:rdfs_comment","Comment for Decimal Longitude http://rs.tdwg.org/dwc/terms/decimalLongitude",""
"footprintSpatialFit:label","Label for Footprint Spatial Fit http://rs.tdwg.org/dwc/terms/footprintSpatialFit","Ajustement de l'emprise au sol"
"footprintSpatialFit:rdfs_comment","Comment for Footprint Spatial Fit http://rs.tdwg.org/dwc/terms/footprintSpatialFit",""
"footprintSpatialFit:dcterms_description","Description for Footprint Spatial Fit http://rs.tdwg.org/dwc/terms/footprintSpatialFit","Des explications détaillées avec des exemples illustrés figurent dans le document 'Georeferencing Best Practices', par Chapman et Wieczorek, 2020 (https://doi.org/10.15468/doc-gg7h-s853)."
"footprintSRS:label","Label for Footprint SRS http://rs.tdwg.org/dwc/terms/footprintSRS","SRS de l'emprise au sol"
"footprintSRS:rdfs_comment","Comment for Footprint SRS http://rs.tdwg.org/dwc/terms/footprintSRS",""
"footprintSRS:examples","Examples for Footprint SRS http://rs.tdwg.org/dwc/terms/footprintSRS",""
"footprintWKT:label","Label for Footprint WKT http://rs.tdwg.org/dwc/terms/footprintWKT","WKT de l'emprise au sol"
"footprintWKT:rdfs_comment","Comment for Footprint WKT http://rs.tdwg.org/dwc/terms/footprintWKT",""
"footprintWKT:examples","Examples for Footprint WKT http://rs.tdwg.org/dwc/terms/footprintWKT","`POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))` (la délimitation d'un degré avec des coins opposés à longitude=10, latitude=20 et longitude=11, latitude=21)"
"geodeticDatum:label","Label for Geodetic Datum http://rs.tdwg.org/dwc/terms/geodeticDatum","Système géodésique"
"geodeticDatum:rdfs_comment","Comment for Geodetic Datum http://rs.tdwg.org/dwc/terms/geodeticDatum",""
"geodeticDatum:dcterms_description","Description for Geodetic Datum http://rs.tdwg.org/dwc/terms/geodeticDatum",""
"georeferencedBy:label","Label for Georeferenced By http://rs.tdwg.org/dwc/terms/georeferencedBy","Géoréférencé par"
"georeferencedBy:rdfs_comment","Comment for Georeferenced By http://rs.tdwg.org/dwc/terms/georeferencedBy",""
"georeferencedBy:dcterms_description","Description for Georeferenced By http://rs.tdwg.org/dwc/terms/georeferencedBy","La pratique optimale recommandée consiste à séparer les valeurs d'une liste par une barre verticale (` | `)."
"georeferenceProtocol:label","Label for Georeference Protocol http://rs.tdwg.org/dwc/terms/georeferenceProtocol","Protocole de géoréférencement"
"georeferenceProtocol:rdfs_comment","Comment for Georeference Protocol http://rs.tdwg.org/dwc/terms/georeferenceProtocol","Une description ou une référence aux méthodes utilisées pour déterminer l'emprise au sol, les coordonnées et les incertitudes."
"georeferenceRemarks:label","Label for Georeference Remarks http://rs.tdwg.org/dwc/terms/georeferenceRemarks","Remarques sur le géoréférencement"
"georeferenceRemarks:rdfs_comment","Comment for Georeference Remarks http://rs.tdwg.org/dwc/terms/georeferenceRemarks",""
"georeferenceSources:label","Label for Georeference Sources http://rs.tdwg.org/dwc/terms/georeferenceSources","Sources du géoréférencement"
"georeferenceSources:rdfs_comment","Comment for Georeference Sources http://rs.tdwg.org/dwc/terms/georeferenceSources",""
"georeferenceSources:dcterms_description","Description for Georeference Sources http://rs.tdwg.org/dwc/terms/georeferenceSources","La pratique optimale recommandée consiste à séparer les valeurs d'une liste par une barre verticale (` | `)."
"georeferenceVerificationStatus:label","Label for Georeference Verification Status http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus","Statut de vérification du géoréférencement"
"georeferenceVerificationStatus:rdfs_comment","Comment for Georeference Verification Status http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus",""
"georeferenceVerificationStatus:dcterms_description","Description for Georeference Verification Status http://rs.tdwg.org/dwc/terms/georeferenceVerificationStatus","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé."
"higherGeography:label","Label for Higher Geography http://rs.tdwg.org/dwc/terms/higherGeography","Géographie supérieure"
"higherGeography:rdfs_comment","Comment for Higher Geography http://rs.tdwg.org/dwc/terms/higherGeography",""
"higherGeography:dcterms_description","Description for Higher Geography http://rs.tdwg.org/dwc/terms/higherGeography","La pratique optimale recommandée est de séparer les valeurs dans une liste par des barres verticales (` | `), les termes étant classés du moins précis au plus précis."
"higherGeography:examples","Examples for Higher Geography http://rs.tdwg.org/dwc/terms/higherGeography",""
"higherGeographyID:label","Label for Higher Geography ID http://rs.tdwg.org/dwc/terms/higherGeographyID","Identifiant de la géographie supérieure"
"higherGeographyID:rdfs_comment","Comment for Higher Geography ID http://rs.tdwg.org/dwc/terms/higherGeographyID",""
