"identifier","context","text"
"r:label","Label for subject orientation concept scheme http://rs.tdwg.org/dwc/terms/r","esquema de concepto de orientación de sujeto"
"r:definition","Definition for subject orientation concept scheme http://rs.tdwg.org/dwc/terms/r","un esquema de concepto SKOS para la orientación"
"r0000:label","Label for unspecified orientation http://rs.tdwg.org/dwc/terms/r0000","orientación no especificada"
"r0000:definition","Definition for unspecified orientation http://rs.tdwg.org/dwc/terms/r0000","la orientación no se conoce porque no se especifica"
"r0001:label","Label for anterior side http://rs.tdwg.org/dwc/terms/r0001","cara anterior"
"r0001:definition","Definition for anterior side http://rs.tdwg.org/dwc/terms/r0001","vista del lado hacia la cabeza o extremo delantero del organismo"
"r0002:label","Label for posterior side http://rs.tdwg.org/dwc/terms/r0002","cara posterior"
"r0002:definition","Definition for posterior side http://rs.tdwg.org/dwc/terms/r0002","vista del lado opuesto a la cabeza o hacia el extremo posterior del organismo"
"r0003:label","Label for lateral side http://rs.tdwg.org/dwc/terms/r0003","cara lateral"
"r0003:definition","Definition for lateral side http://rs.tdwg.org/dwc/terms/r0003","vista del lado perpendicular al eje principal del organismo"
"r0004:label","Label for right side http://rs.tdwg.org/dwc/terms/r0004","lado derecho"
"r0004:definition","Definition for right side http://rs.tdwg.org/dwc/terms/r0004","vista del lado derecho de todo un organismo con simetría bilateral"
"r0005:label","Label for left side http://rs.tdwg.org/dwc/terms/r0005","lado izquierdo"
"r0005:definition","Definition for left side http://rs.tdwg.org/dwc/terms/r0005","vista del lado izquierdo de todo un organismo bilateralmente simétrico"
"r0006:label","Label for dorsal side http://rs.tdwg.org/dwc/terms/r0006","cara dorsal"
"r0006:definition","Definition for dorsal side http://rs.tdwg.org/dwc/terms/r0006","vista del lado dorsal al plano frontal de un organismo bilateralmente simétrico"
"r0007:label","Label for ventral side http://rs.tdwg.org/dwc/terms/r0007","cara ventral"
"r0007:definition","Definition for ventral side http://rs.tdwg.org/dwc/terms/r0007","vista del lado ventral al plano frontal de un organismo bilateralmente simétrico"
"r0008:label","Label for upper side http://rs.tdwg.org/dwc/terms/r0008","cara adaxial"
"r0008:definition","Definition for upper side http://rs.tdwg.org/dwc/terms/r0008","vista del lado de la parte orientada hacia el eje central de una planta (adaxial)"
"r0008:usage","Usage for upper side http://rs.tdwg.org/dwc/terms/r0008",""
"r0008:notes","Notes for upper side http://rs.tdwg.org/dwc/terms/r0008",""
"r0009:label","Label for lower side http://rs.tdwg.org/dwc/terms/r0009","cara abaxial"
"r0009:definition","Definition for lower side http://rs.tdwg.org/dwc/terms/r0009","vista del lado de la parte orientada lejos del eje central de una planta (abaxial)"
"r0009:usage","Usage for lower side http://rs.tdwg.org/dwc/terms/r0009",""
"r0009:notes","Notes for lower side http://rs.tdwg.org/dwc/terms/r0009",""
"r0010:label","Label for apical side http://rs.tdwg.org/dwc/terms/r0010","lado apical"
"r0010:definition","Definition for apical side http://rs.tdwg.org/dwc/terms/r0010","vista del lado de la parte orientada hacia el final del eje lejos de su punto de unión (el vértice)"
"r0011:label","Label for basal side http://rs.tdwg.org/dwc/terms/r0011","lado basal"
"r0011:definition","Definition for basal side http://rs.tdwg.org/dwc/terms/r0011","vista del lado de la parte orientada hacia el punto de unión del eje"
"r0012:label","Label for oral side http://rs.tdwg.org/dwc/terms/r0012","cara oral"
"r0012:definition","Definition for oral side http://rs.tdwg.org/dwc/terms/r0012","vista del lado del organismo orientado hacia la abertura oral"
"r0013:label","Label for aboral side http://rs.tdwg.org/dwc/terms/r0013","cara aboral"
"r0013:definition","Definition for aboral side http://rs.tdwg.org/dwc/terms/r0013","vista del lado del organismo orientado lejos de la abertura oral"
