"identifier","context","text"
"r:label","Label for subject orientation concept scheme http://rs.tdwg.org/dwc/terms/r","Schemenkonzept der Orientierung"
"r:definition","Definition for subject orientation concept scheme http://rs.tdwg.org/dwc/terms/r","Schemenkonzept der Orientierung"
"r0000:label","Label for unspecified orientation http://rs.tdwg.org/dwc/terms/r0000","Ansichtsseite unbekannt"
"r0000:definition","Definition for unspecified orientation http://rs.tdwg.org/dwc/terms/r0000","Ansichtsseite unbekannt"
"r0001:label","Label for anterior side http://rs.tdwg.org/dwc/terms/r0001","Vorderseite"
"r0001:definition","Definition for anterior side http://rs.tdwg.org/dwc/terms/r0001","Ansicht der Vorderseite (zum Kopf oder zum Vorderende gerichtet) des Organismus"
"r0002:label","Label for posterior side http://rs.tdwg.org/dwc/terms/r0002","Hinterseite"
"r0002:definition","Definition for posterior side http://rs.tdwg.org/dwc/terms/r0002","Ansicht der Hinterseite (zum Hinterende gerichtet) des Organismus"
"r0003:label","Label for lateral side http://rs.tdwg.org/dwc/terms/r0003","seitlich/Lateralseite"
"r0003:definition","Definition for lateral side http://rs.tdwg.org/dwc/terms/r0003","seitliche Ansicht des Körpers"
"r0004:label","Label for right side http://rs.tdwg.org/dwc/terms/r0004","rechte Seite"
"r0004:definition","Definition for right side http://rs.tdwg.org/dwc/terms/r0004","Ansicht der rechten Seite eines bilateralen Organismus"
"r0005:label","Label for left side http://rs.tdwg.org/dwc/terms/r0005","linke Seite"
"r0005:definition","Definition for left side http://rs.tdwg.org/dwc/terms/r0005","Ansicht  der linken Seite eines bilateralen Organismus"
"r0006:label","Label for dorsal side http://rs.tdwg.org/dwc/terms/r0006","Dorsalseite"
"r0006:definition","Definition for dorsal side http://rs.tdwg.org/dwc/terms/r0006","Ansicht der Oberseite (Dorsum) eines bilateralen Organsimus"
"r0007:label","Label for ventral side http://rs.tdwg.org/dwc/terms/r0007","Ventralseite"
"r0007:definition","Definition for ventral side http://rs.tdwg.org/dwc/terms/r0007","Ansicht der Unterseite (Ventrum) eines bilateralen Organsimus"
"r0008:label","Label for upper side http://rs.tdwg.org/dwc/terms/r0008","Adaxialseite"
"r0008:definition","Definition for upper side http://rs.tdwg.org/dwc/terms/r0008","Ansicht der zur Zentralachse gerichteten Seite einer Pflanze"
"r0008:usage","Usage for upper side http://rs.tdwg.org/dwc/terms/r0008",""
"r0008:notes","Notes for upper side http://rs.tdwg.org/dwc/terms/r0008",""
"r0009:label","Label for lower side http://rs.tdwg.org/dwc/terms/r0009","Abaxialseite"
"r0009:definition","Definition for lower side http://rs.tdwg.org/dwc/terms/r0009","Ansicht der von der Zentralachse weggerichteten Seite einer Pflanze"
"r0009:usage","Usage for lower side http://rs.tdwg.org/dwc/terms/r0009",""
"r0009:notes","Notes for lower side http://rs.tdwg.org/dwc/terms/r0009",""
"r0010:label","Label for apical side http://rs.tdwg.org/dwc/terms/r0010","Apikalseite"
"r0010:definition","Definition for apical side http://rs.tdwg.org/dwc/terms/r0010","Ansicht der von der Zentralachse abgewandten (äußeren) Seite  eines Merkmals"
"r0011:label","Label for basal side http://rs.tdwg.org/dwc/terms/r0011","Basalseite"
"r0011:definition","Definition for basal side http://rs.tdwg.org/dwc/terms/r0011","Ansicht der von der Zentralachse zugewandten (inneren) Seite eines Merkmals"
"r0012:label","Label for oral side http://rs.tdwg.org/dwc/terms/r0012","Oralseite"
"r0012:definition","Definition for oral side http://rs.tdwg.org/dwc/terms/r0012","Ansicht der von der Mundöffnung zugewandten Seite"
"r0013:label","Label for aboral side http://rs.tdwg.org/dwc/terms/r0013","Aboralseite"
"r0013:definition","Definition for aboral side http://rs.tdwg.org/dwc/terms/r0013","Ansicht der von der Mundöffnung abgewandten Seite"
